Date,CCL
2019-01-06,37.55
2019-01-07,37.47
2019-01-08,37.5
2019-01-09,37.51
2019-01-10,37.46
2019-01-11,37.24
2019-01-12,37.01
2019-01-13,37.01
2019-01-14,37.09
2019-01-15,36.89
2019-01-16,37.09
2019-01-17,37.62
2019-01-18,37.9
2019-01-19,37.86
2019-01-20,37.86
2019-01-21,37.76
2019-01-22,37.78
2019-01-23,37.63
2019-01-24,37.63
2019-01-25,37.48
2019-01-26,37.62
2019-01-27,37.62
2019-01-28,37.01
2019-01-29,37.08
2019-01-30,37.5
2019-01-31,37.41
2019-02-01,37.45
2019-02-02,37.54
2019-02-03,37.54
2019-02-04,37.31
2019-02-05,37.13
2019-02-06,37.15
2019-02-07,37.48
2019-02-08,37.76
2019-02-09,37.89
2019-02-10,37.89
2019-02-11,37.85
2019-02-12,38.05
2019-02-13,38.02
2019-02-14,38.23
2019-02-15,38.35
2019-02-16,38.75
2019-02-17,38.75
2019-02-18,38.81
2019-02-19,39.32
2019-02-20,39.96
2019-02-21,39.96
2019-02-22,39.76
2019-02-23,39.45
2019-02-24,39.45
2019-02-25,39.34
2019-02-26,39.19
2019-02-27,39.09
2019-02-28,39.04
2019-03-01,39.35
2019-03-02,40.01
2019-03-03,40.01
2019-03-04,40.01
2019-03-05,40.01
2019-03-06,40.31
2019-03-07,40.76
2019-03-08,42.8
2019-03-09,41.41
2019-03-10,41.41
2019-03-11,41.43
2019-03-12,41.32
2019-03-13,41.39
2019-03-14,41.27
2019-03-15,40.8
2019-03-16,39.91
2019-03-17,39.91
2019-03-18,40.13
2019-03-19,40.02
2019-03-20,40.31
2019-03-21,40.74
2019-03-22,40.96
2019-03-23,42.14
2019-03-24,42.14
2019-03-25,42.07
2019-03-26,42.04
2019-03-27,42.58
2019-03-28,43.92
2019-03-29,43.67
2019-03-30,43.67
2019-03-31,43.67
2019-04-01,43.53
2019-04-02,42.79
2019-04-03,43.27
2019-04-04,42.71
2019-04-05,43.4
2019-04-06,43.85
2019-04-07,43.85
2019-04-08,43.49
2019-04-09,43.49
2019-04-10,43.41
2019-04-11,43.05
2019-04-12,42.97
2019-04-13,42.45
2019-04-14,42.45
2019-04-15,42.26
2019-04-16,41.77
2019-04-17,43.06
2019-04-18,42.38
2019-04-19,42.38
2019-04-20,42.38
2019-04-21,42.38
2019-04-22,42.36
2019-04-23,42.68
2019-04-24,42.43
2019-04-25,44.54
2019-04-26,45.1
2019-04-27,46.3
2019-04-28,46.3
2019-04-29,46.46
2019-04-30,46.46
2019-05-01,44.32
2019-05-02,44.38
2019-05-03,44.99
2019-05-04,44.45
2019-05-05,44.45
2019-05-06,44.66
2019-05-07,44.93
2019-05-08,45.43
2019-05-09,45.42
2019-05-10,45.24
2019-05-11,44.8
2019-05-12,44.8
2019-05-13,45.07
2019-05-14,45.36
2019-05-15,45.85
2019-05-16,44.97
2019-05-17,45.12
2019-05-18,45.27
2019-05-19,45.27
2019-05-20,45.31
2019-05-21,45.4
2019-05-22,44.92
2019-05-23,44.92
2019-05-24,45.31
2019-05-25,44.7
2019-05-26,44.7
2019-05-27,44.89
2019-05-28,45.16
2019-05-29,44.88
2019-05-30,44.78
2019-05-31,44.86
2019-06-01,44.78
2019-06-02,44.78
2019-06-03,44.84
2019-06-04,44.87
2019-06-05,44.49
2019-06-06,44.74
2019-06-07,44.95
2019-06-08,44.85
2019-06-09,44.85
2019-06-10,44.96
2019-06-11,44.78
2019-06-12,44.1
2019-06-13,42.93
2019-06-14,43.56
2019-06-15,44.18
2019-06-16,44.18
2019-06-17,44.18
2019-06-18,44.26
2019-06-19,43.72
2019-06-20,43.29
2019-06-21,43.5
2019-06-22,42.99
2019-06-23,42.99
2019-06-24,43.02
2019-06-25,42.68
2019-06-26,42.6
2019-06-27,42.74
2019-06-28,43.07
2019-06-29,42.56
2019-06-30,42.56
2019-07-01,43.05
2019-07-02,42.46
2019-07-03,42.25
2019-07-04,41.88
2019-07-05,42.29
2019-07-06,41.85
2019-07-07,41.85
2019-07-08,41.85
2019-07-09,41.85
2019-07-10,42.21
2019-07-11,41.95
2019-07-12,41.92
2019-07-13,41.61
2019-07-14,41.61
2019-07-15,41.94
2019-07-16,42.44
2019-07-17,42.82
2019-07-18,42.64
2019-07-19,42.62
2019-07-20,42.14
2019-07-21,42.14
2019-07-22,42.62
2019-07-23,42.47
2019-07-24,42.98
2019-07-25,43.41
2019-07-26,43.79
2019-07-27,43.64
2019-07-28,43.64
2019-07-29,43.51
2019-07-30,43.88
2019-07-31,44.04
2019-08-01,44.78
2019-08-02,44.78
2019-08-03,44.63
2019-08-04,44.63
2019-08-05,45.04
2019-08-06,45.75
2019-08-07,45.78
2019-08-08,45.66
2019-08-09,45.51
2019-08-10,45.28
2019-08-11,45.28
2019-08-12,46.19
2019-08-13,55.39
2019-08-14,57.5
2019-08-15,60.95
2019-08-16,58.15
2019-08-17,55.87
2019-08-18,55.87
2019-08-19,55.87
2019-08-20,56.87
2019-08-21,56.23
2019-08-22,55.56
2019-08-23,55.32
2019-08-24,54.7
2019-08-25,54.7
2019-08-26,55.56
2019-08-27,55.94
2019-08-28,57.15
2019-08-29,60.87
2019-08-30,59.68
2019-08-31,63.3
2019-09-01,63.3
2019-09-02,65.22
2019-09-03,61.87
2019-09-04,62.06
2019-09-05,61.8
2019-09-06,61.96
2019-09-07,61.5
2019-09-08,61.5
2019-09-09,64.74
2019-09-10,64.06
2019-09-11,66.24
2019-09-12,67.62
2019-09-13,68.78
2019-09-14,73.21
2019-09-15,73.21
2019-09-16,71.23
2019-09-17,69.03
2019-09-18,68.65
2019-09-19,69.4
2019-09-20,68.87
2019-09-21,67.95
2019-09-22,67.95
2019-09-23,68.29
2019-09-24,67.45
2019-09-25,65.93
2019-09-26,63.76
2019-09-27,64.09
2019-09-28,61.44
2019-09-29,61.44
2019-09-30,62.58
2019-10-01,63.31
2019-10-02,66.08
2019-10-03,67.91
2019-10-04,65.71
2019-10-05,67.19
2019-10-06,67.19
2019-10-07,66.97
2019-10-08,64.68
2019-10-09,67.34
2019-10-10,68.16
2019-10-11,68.23
2019-10-12,68.65
2019-10-13,68.65
2019-10-14,68.65
2019-10-15,68.45
2019-10-16,68.65
2019-10-17,69.31
2019-10-18,73.83
2019-10-19,73.51
2019-10-20,73.51
2019-10-21,73.83
2019-10-22,75.17
2019-10-23,79.59
2019-10-24,77.38
2019-10-25,79.62
2019-10-26,81.08
2019-10-27,81.08
2019-10-28,81.08
2019-10-29,81.53
2019-10-30,75.7
2019-10-31,78.54
2019-11-01,79.97
2019-11-02,80.0
2019-11-03,80.0
2019-11-04,80.0
2019-11-05,79.03
2019-11-06,78.79
2019-11-07,78.49
2019-11-08,78.22
2019-11-09,78.21
2019-11-10,78.21
2019-11-11,78.2
2019-11-12,77.12
2019-11-13,78.11
2019-11-14,75.97
2019-11-15,76.77
2019-11-16,75.44
2019-11-17,75.44
2019-11-18,75.44
2019-11-19,75.67
2019-11-20,75.84
2019-11-21,75.34
2019-11-22,75.02
2019-11-23,74.85
2019-11-24,74.85
2019-11-25,75.02
2019-11-26,74.82
2019-11-27,72.27
2019-11-28,72.84
2019-11-29,73.49
2019-11-30,74.81
2019-12-01,74.81
2019-12-02,74.33
2019-12-03,75.01
2019-12-04,74.64
2019-12-05,76.39
2019-12-06,79.13
2019-12-07,79.01
2019-12-08,79.01
2019-12-09,78.88
2019-12-10,76.6
2019-12-11,74.19
2019-12-12,75.96
2019-12-13,73.18
2019-12-14,74.07
2019-12-15,74.07
2019-12-16,74.07
2019-12-17,76.03
2019-12-18,74.18
2019-12-19,72.87
2019-12-20,72.63
2019-12-21,72.82
2019-12-22,72.82
2019-12-23,72.82
2019-12-24,73.44
2019-12-25,73.44
2019-12-26,73.43
2019-12-27,72.94
2019-12-28,73.55
2019-12-29,73.55
2019-12-30,73.55
2019-12-31,74.41
2020-01-01,74.41
2020-01-02,74.41
2020-01-03,75.06
2020-01-04,78.0
2020-01-05,78.0
2020-01-06,78.0
2020-01-07,77.87
2020-01-08,77.54
2020-01-09,78.27
2020-01-10,77.86
2020-01-11,79.61
2020-01-12,79.61
2020-01-13,79.61
2020-01-14,80.9
2020-01-15,81.09
2020-01-16,80.84
2020-01-17,81.81
2020-01-18,80.44
2020-01-19,80.44
2020-01-20,80.44
2020-01-21,81.05
2020-01-22,81.66
2020-01-23,81.64
2020-01-24,84.0
2020-01-25,83.29
2020-01-26,83.29
2020-01-27,83.29
2020-01-28,83.54
2020-01-29,84.63
2020-01-30,84.11
2020-01-31,84.88
2020-02-01,85.41
2020-02-02,85.41
2020-02-03,85.41
2020-02-04,84.45
2020-02-05,84.82
2020-02-06,84.83
2020-02-07,84.24
2020-02-08,84.62
2020-02-09,84.62
2020-02-10,84.62
2020-02-11,84.03
2020-02-12,83.74
2020-02-13,82.47
2020-02-14,83.45
2020-02-15,83.23
2020-02-16,83.23
2020-02-17,83.23
2020-02-18,82.92
2020-02-19,81.5
2020-02-20,81.74
2020-02-21,81.36
2020-02-22,80.57
2020-02-23,80.57
2020-02-24,80.57
2020-02-25,80.57
2020-02-26,80.57
2020-02-27,80.68
2020-02-28,80.56
2020-02-29,82.03
2020-03-01,82.03
2020-03-02,82.03
2020-03-03,82.48
2020-03-04,82.01
2020-03-05,81.55
2020-03-06,81.95
2020-03-07,83.22
2020-03-08,83.22
2020-03-09,83.22
2020-03-10,86.49
2020-03-11,84.85
2020-03-12,87.1
2020-03-13,89.04
2020-03-14,89.15
2020-03-15,89.15
2020-03-16,89.15
2020-03-17,89.31
2020-03-18,88.19
2020-03-19,89.53
2020-03-20,89.93
2020-03-21,91.6
2020-03-22,91.6
2020-03-23,91.6
2020-03-24,91.6
2020-03-25,87.99
2020-03-26,84.36
2020-03-27,86.49
2020-03-28,86.49
2020-03-29,86.49
2020-03-30,86.92
2020-03-31,86.92
2020-04-01,87.92
2020-04-02,88.81
2020-04-03,89.09
2020-04-04,89.09
2020-04-05,89.09
2020-04-06,90.78
2020-04-07,90.44
2020-04-08,94.69
2020-04-09,94.69
2020-04-10,94.69
2020-04-11,94.69
2020-04-12,94.69
2020-04-13,102.21
2020-04-14,107.42
2020-04-15,108.79
2020-04-16,102.1
2020-04-17,102.64
2020-04-18,102.64
2020-04-19,102.64
2020-04-20,105.27
2020-04-21,109.56
2020-04-22,111.11
2020-04-23,111.57
2020-04-24,112.02
2020-04-25,112.02
2020-04-26,112.02
2020-04-27,115.09
2020-04-28,119.64
2020-04-29,109.76
2020-04-30,114.65
2020-05-01,114.65
2020-05-02,114.65
2020-05-03,114.65
2020-05-04,112.56
2020-05-05,119.91
2020-05-06,118.43
2020-05-07,117.81
2020-05-08,115.35
2020-05-09,115.35
2020-05-10,115.35
2020-05-11,118.53
2020-05-12,121.96
2020-05-13,125.76
2020-05-14,122.83
2020-05-15,121.32
2020-05-16,121.32
2020-05-17,121.32
2020-05-18,118.78
2020-05-19,118.38
2020-05-20,119.51
2020-05-21,117.42
2020-05-22,113.92
2020-05-23,113.92
2020-05-24,113.92
2020-05-25,113.92
2020-05-26,110.64
2020-05-27,109.84
2020-05-28,112.69
2020-05-29,113.42
2020-05-30,113.42
2020-05-31,113.42
2020-06-01,114.08
2020-06-02,114.05
2020-06-03,114.71
2020-06-04,114.41
2020-06-05,115.34
2020-06-06,115.34
2020-06-07,115.34
2020-06-08,116.37
2020-06-09,116.08
2020-06-10,114.4
2020-06-11,112.27
2020-06-12,109.27
2020-06-13,109.27
2020-06-14,109.27
2020-06-15,109.27
2020-06-16,109.12
2020-06-17,107.68
2020-06-18,109.81
2020-06-19,110.0
2020-06-20,110.0
2020-06-21,110.0
2020-06-22,105.49
2020-06-23,108.58
2020-06-24,108.03
2020-06-25,106.1
2020-06-26,105.7
2020-06-27,105.7
2020-06-28,105.7
2020-06-29,104.07
2020-06-30,104.14
2020-07-01,108.1
2020-07-02,109.73
2020-07-03,108.55
2020-07-04,108.55
2020-07-05,108.55
2020-07-06,108.11
2020-07-07,109.48
2020-07-08,109.12
2020-07-09,109.12
2020-07-10,109.12
2020-07-11,109.12
2020-07-12,109.12
2020-07-13,111.73
2020-07-14,113.06
2020-07-15,113.37
2020-07-16,113.62
2020-07-17,117.86
2020-07-18,117.86
2020-07-19,117.86
2020-07-20,119.2
2020-07-21,118.89
2020-07-22,116.91
2020-07-23,114.39
2020-07-24,117.48
2020-07-25,117.48
2020-07-26,117.48
2020-07-27,117.98
2020-07-28,118.48
2020-07-29,118.26
2020-07-30,121.41
2020-07-31,124.1
2020-08-01,124.1
2020-08-02,124.1
2020-08-03,122.0
2020-08-04,119.18
2020-08-05,119.46
2020-08-06,123.53
2020-08-07,126.56
2020-08-08,126.56
2020-08-09,126.56
2020-08-10,128.35
2020-08-11,127.77
2020-08-12,130.05
2020-08-13,130.22
2020-08-14,126.8
2020-08-15,126.8
2020-08-16,126.8
2020-08-17,126.8
2020-08-18,129.06
2020-08-19,131.4
2020-08-20,132.94
2020-08-21,135.0
2020-08-22,135.0
2020-08-23,135.0
2020-08-24,132.95
2020-08-25,130.54
2020-08-26,128.42
2020-08-27,125.57
2020-08-28,125.84
2020-08-29,125.84
2020-08-30,125.84
2020-08-31,125.79
2020-09-01,130.78
2020-09-02,129.51
2020-09-03,123.81
2020-09-04,128.49
2020-09-05,128.49
2020-09-06,128.49
2020-09-07,125.88
2020-09-08,119.32
2020-09-09,120.22
2020-09-10,120.91
2020-09-11,126.36
2020-09-12,126.36
2020-09-13,126.36
2020-09-14,130.3
2020-09-15,128.29
2020-09-16,131.9
2020-09-17,132.4
2020-09-18,137.76
2020-09-21,139.44
2020-09-22,145.69
2020-09-23,151.42
2020-09-24,145.79
2020-09-25,145.73
2020-09-28,145.85
2020-09-29,148.3
2020-09-30,146.65
2020-10-01,147.42
2020-10-02,151.13
2020-10-05,153.81
2020-10-06,153.25
2020-10-07,152.64
2020-10-08,153.98
2020-10-09,158.14
2020-10-13,160.34
2020-10-14,167.1
2020-10-15,171.03
2020-10-16,169.6
2020-10-19,165.16
2020-10-20,172.64
2020-10-21,182.39
2020-10-22,184.49
2020-10-23,183.59
2020-10-26,169.18
2020-10-27,165.83
2020-10-28,158.15
2020-10-29,159.83
2020-10-30,153.14
2020-11-02,152.82
2020-11-03,153.9
2020-11-04,153.55
2020-11-05,154.63
2020-11-06,150.35
2020-11-09,149.8
2020-11-10,148.3
2020-11-11,151.74
2020-11-12,149.97
2020-11-13,148.74
2020-11-16,148.56
2020-11-17,149.96
2020-11-18,152.06
2020-11-19,152.17
2020-11-20,154.26
2020-11-24,151.07
2020-11-25,151.62
2020-11-27,153.13
2020-11-30,150.86
2020-12-01,149.4
2020-12-02,146.8
2020-12-03,146.74
2020-12-04,144.1
2020-12-09,142.6
2020-12-10,141.38
2020-12-14,143.51
2020-12-15,143.39
2020-12-16,143.19
2020-12-17,143.04
2020-12-18,140.98
2020-12-21,138.8
2020-12-22,141.63
2020-12-23,143.46
2020-12-28,142.96
2020-12-29,143.77
2020-12-30,144.43
2021-01-04,146.68
2021-01-05,148.71
2021-01-06,148.46
2021-01-07,148.44
2021-01-08,149.81
2021-01-11,150.65
2021-01-12,150.65
2021-01-13,151.44
2021-01-14,150.86
2021-01-15,151.39
2021-01-18,151.69
2021-01-19,150.67
2021-01-20,151.13
2021-01-21,152.55
2021-01-22,152.94
2021-01-25,152.56
2021-01-26,153.45
2021-01-27,153.87
2021-01-28,155.34
2021-01-29,154.41
2021-02-01,154.69
2021-02-02,155.82
2021-02-03,156.25
2021-02-04,156.43
2021-02-05,155.94
2021-02-08,155.11
2021-02-09,155.58
2021-02-10,155.9
2021-02-11,152.39
2021-02-12,150.64
2021-02-17,148.35
2021-02-18,145.18
2021-02-19,143.41
2021-02-22,142.64
2021-02-23,143.66
2021-02-24,145.86
2021-02-25,147.26
2021-02-26,150.77
2021-03-01,150.35
2021-03-02,152.2
2021-03-03,153.06
2021-03-04,151.56
2021-03-05,151.6
2021-03-08,153.56
2021-03-09,154.44
2021-03-10,150.86
2021-03-11,150.56
2021-03-12,150.62
2021-03-15,151.48
2021-03-16,151.06
2021-03-17,151.91
2021-03-18,151.28
2021-03-19,149.01
2021-03-22,148.95
2021-03-23,149.23
2021-03-25,147.25
2021-03-26,145.22
2021-03-29,144.43
2021-03-30,146.17
2021-03-31,147.33
2021-04-05,148.47
2021-04-06,150.45
2021-04-07,150.85
2021-04-08,151.39
2021-04-09,151.33
2021-04-12,150.83
2021-04-13,151.63
2021-04-14,151.88
2021-04-15,152.07
2021-04-16,151.99
2021-04-19,151.81
2021-04-20,153.55
2021-04-21,153.13
2021-04-22,152.05
2021-04-23,154.26
2021-04-26,155.14
2021-04-27,155.94
2021-04-28,157.31
2021-04-29,158.37
2021-04-30,157.47
2021-05-03,159.65
2021-05-04,159.68
2021-05-05,159.58
2021-05-06,158.55
2021-05-07,159.15
2021-05-10,158.06
2021-05-11,156.89
2021-05-12,157.72
2021-05-13,160.28
2021-05-14,159.01
2021-05-17,160.87
2021-05-18,162.45
2021-05-19,162.91
2021-05-20,164.64
2021-05-21,165.32
2021-05-26,165.08
2021-05-27,164.35
2021-05-28,165.49
2021-05-31,169.24
2021-06-01,166.83
2021-06-02,168.0
2021-06-03,167.06
2021-06-04,167.21
2021-06-07,167.07
2021-06-08,167.33
2021-06-09,166.49
2021-06-10,164.92
2021-06-11,164.66
2021-06-14,163.91
2021-06-15,165.63
2021-06-16,165.89
2021-06-17,167.59
2021-06-18,167.24
2021-06-22,169.08
2021-06-23,169.13
2021-06-24,168.87
2021-06-25,170.82
2021-06-28,170.34
2021-06-29,169.98
2021-06-30,171.84
2021-07-01,172.1
2021-07-02,172.71
2021-07-05,176.17
2021-07-06,174.46
2021-07-07,174.66
2021-07-08,174.26
2021-07-12,171.73
2021-07-13,171.92
2021-07-14,173.0
2021-07-15,174.03
2021-07-16,175.44
2021-07-19,178.2
2021-07-20,178.98
2021-07-21,179.13
2021-07-22,180.01
2021-07-23,179.88
2021-07-26,180.64
2021-07-27,180.71
2021-07-28,181.31
2021-07-29,181.3
2021-07-30,181.92
2021-08-02,181.74
2021-08-03,180.56
2021-08-04,179.23
2021-08-05,179.69
2021-08-06,178.39
2021-08-09,177.46
2021-08-10,176.33
2021-08-11,177.52
2021-08-12,175.71
2021-08-13,178.97
2021-08-17,177.07
2021-08-18,177.04
2021-08-19,179.66
2021-08-20,179.6
2021-08-23,177.45
2021-08-24,176.49
2021-08-25,176.61
2021-08-26,177.35
2021-08-27,177.72
2021-08-30,175.73
2021-08-31,177.01
2021-09-01,177.68
2021-09-02,177.69
2021-09-03,177.98
2021-09-06,181.17
2021-09-07,178.15
2021-09-08,178.48
2021-09-09,181.7
2021-09-10,183.42
2021-09-13,178.04
2021-09-14,179.48
2021-09-15,180.61
2021-09-16,180.62
2021-09-17,182.28
2021-09-20,185.38
2021-09-21,186.86
2021-09-22,188.39
2021-09-23,190.6
2021-09-24,192.24
2021-09-27,193.99
2021-09-28,194.67
2021-09-29,194.34
2021-09-30,192.15
2021-10-01,192.62
2021-10-04,192.82
2021-10-05,190.37
2021-10-06,190.89
2021-10-07,192.05
2021-10-12,191.59
2021-10-13,191.6
2021-10-14,192.94
2021-10-15,193.47
2021-10-18,194.43
2021-10-19,195.89
2021-10-20,195.88
2021-10-21,198.07
2021-10-22,200.51
2021-10-25,200.21
2021-10-26,201.49
2021-10-27,202.0
2021-10-28,205.03
2021-10-29,210.13
2021-11-01,214.84
2021-11-02,216.98
2021-11-03,215.85
2021-11-04,216.65
2021-11-05,218.07
2021-11-08,216.4
2021-11-09,212.43
2021-11-10,213.81
2021-11-11,214.71
2021-11-12,216.88
2021-11-15,208.67
2021-11-16,211.85
2021-11-17,212.66
2021-11-18,213.32
2021-11-19,215.99
2021-11-23,216.71
2021-11-24,216.04
2021-11-25,213.78
2021-11-26,211.66
2021-11-29,210.79
2021-11-30,216.49
2021-12-01,220.41
2021-12-02,219.71
2021-12-03,218.34
2021-12-06,219.77
2021-12-07,216.63
2021-12-09,211.27
2021-12-10,208.29
2021-12-13,204.03
2021-12-14,204.54
2021-12-15,199.79
2021-12-16,201.28
2021-12-17,206.41
2021-12-20,206.18
2021-12-21,208.37
2021-12-22,207.5
2021-12-23,203.44
2021-12-27,198.93
2021-12-28,198.07
2021-12-29,200.64
2021-12-30,202.78
2022-01-03,204.09
2022-01-04,205.63
2022-01-05,208.01
2022-01-06,211.68
2022-01-07,212.08
2022-01-10,213.3
2022-01-11,209.84
2022-01-12,208.5
2022-01-13,208.66
2022-01-14,207.81
2022-01-17,210.25
2022-01-18,211.08
2022-01-19,214.34
2022-01-20,222.3
2022-01-21,225.1
2022-01-24,222.73
2022-01-25,228.77
2022-01-26,230.96
2022-01-27,234.24
2022-01-28,223.25
2022-01-31,222.96
2022-02-01,222.09
2022-02-02,218.45
2022-02-03,220.09
2022-02-04,220.47
2022-02-07,218.91
2022-02-08,215.04
2022-02-09,213.55
2022-02-10,215.38
2022-02-11,215.83
2022-02-14,213.62
2022-02-15,212.08
2022-02-16,210.71
2022-02-17,210.56
2022-02-18,207.47
2022-02-21,205.71
2022-02-22,200.95
2022-02-23,203.24
2022-02-24,200.3
2022-02-25,199.6
2022-03-02,202.83
2022-03-03,201.58
2022-03-04,201.17
2022-03-07,198.92
2022-03-11,191.08
2022-03-14,187.69
2022-03-15,189.91
2022-03-16,194.96
2022-03-17,195.87
2022-03-18,196.59
2022-03-21,197.59
2022-03-22,200.74
2022-03-23,201.37
2022-03-25,199.5
2022-03-28,195.98
2022-03-29,191.52
2022-03-30,191.89
2022-03-31,191.33
2022-04-01,190.0
2022-04-04,189.56
2022-04-05,189.69
2022-04-06,189.62
2022-04-07,191.6
2022-04-08,190.39
2022-04-11,191.15
2022-04-12,190.75
2022-04-13,190.75
2022-04-18,188.74
2022-04-19,191.26
2022-04-20,195.95
2022-04-21,204.05
2022-04-22,209.96
2022-04-25,209.66
2022-04-26,214.03
2022-04-27,210.07
2022-04-28,205.85
2022-04-29,207.36
2022-05-02,210.36
2022-05-03,207.0
2022-05-04,204.67
2022-05-05,205.82
2022-05-06,208.84
2022-05-09,207.63
2022-05-10,209.19
2022-05-11,207.94
2022-05-12,209.81
2022-05-13,213.44
2022-05-16,213.54
2022-05-17,210.74
2022-05-19,210.13
2022-05-20,211.22
2022-05-23,210.75
2022-05-24,212.75
2022-05-26,214.35
2022-05-27,212.08
2022-05-30,213.47
2022-05-31,211.27
2022-06-01,210.92
2022-06-02,209.28
2022-06-03,209.39
2022-06-06,210.47
2022-06-07,209.57
2022-06-08,210.61
2022-06-09,220.83
2022-06-10,228.91
2022-06-13,240.83
2022-06-14,241.2
2022-06-15,238.81
2022-06-16,241.2
2022-06-21,241.35
2022-06-22,237.86
2022-06-23,237.11
2022-06-24,237.07
2022-06-27,244.83
2022-06-28,249.92
2022-06-29,249.72
2022-06-30,253.14
2022-07-01,251.86
2022-07-04,280.95
2022-07-05,276.83
2022-07-06,280.2
2022-07-07,297.17
2022-07-08,303.14
2022-07-11,298.94
2022-07-12,291.97
2022-07-13,292.08
2022-07-14,296.6
2022-07-15,300.64
2022-07-18,304.66
2022-07-19,307.97
2022-07-20,311.75
2022-07-21,333.65
2022-07-22,325.42
2022-07-25,329.39
2022-07-26,333.06
2022-07-27,332.65
2022-07-28,314.59
2022-07-29,289.11
2022-08-01,281.77
2022-08-02,288.07
2022-08-03,288.92
2022-08-04,293.31
2022-08-05,285.54
2022-08-08,284.74
2022-08-09,287.31
2022-08-10,287.86
2022-08-11,285.04
2022-08-12,286.11
2022-08-16,282.06
2022-08-17,286.91
2022-08-18,294.5
2022-08-19,301.67
2022-08-22,298.4
2022-08-23,299.67
2022-08-24,299.1
2022-08-25,295.93
2022-08-26,289.2
2022-08-30,295.49
2022-08-31,295.9
2022-09-01,289.76
2022-09-02,293.79
2022-09-05,283.65
2022-09-06,285.06
2022-09-07,282.46
2022-09-08,283.64
2022-09-09,281.61
2022-09-12,280.6
2022-09-13,280.59
2022-09-14,283.72
2022-09-15,295.78
2022-09-16,300.89
2022-09-19,303.93
2022-09-20,302.17
2022-09-21,307.45
2022-09-22,314.8
2022-09-23,311.56
2022-09-26,311.34
2022-09-27,307.91
2022-09-28,307.13
2022-09-29,306.08
2022-09-30,310.92
2022-10-03,309.4
2022-10-04,309.53
2022-10-05,310.77
2022-10-06,307.38
2022-10-11,305.66
2022-10-12,307.4
2022-10-13,313.94
2022-10-14,313.11
2022-10-17,308.09
2022-10-18,304.13
2022-10-19,303.03
2022-10-20,304.01
2022-10-21,303.7
2022-10-24,303.96
2022-10-25,305.82
2022-10-26,305.93
2022-10-27,307.48
2022-10-28,305.8
2022-10-31,307.3
2022-11-01,303.67
2022-11-02,303.38
2022-11-03,304.93
2022-11-04,304.55
2022-11-07,303.11
2022-11-08,304.99
2022-11-09,306.28
2022-11-10,309.08
2022-11-11,310.08
2022-11-14,310.89
2022-11-15,319.12
2022-11-16,324.62
2022-11-17,334.79
2022-11-18,332.24
2022-11-22,330.95
2022-11-23,325.72
2022-11-24,322.61
2022-11-25,323.02
2022-11-28,322.49
2022-11-29,322.74
2022-11-30,322.75
2022-12-01,323.72
2022-12-02,327.0
2022-12-05,330.47
2022-12-06,340.4
2022-12-07,338.09
2022-12-12,332.38
2022-12-13,333.68
2022-12-14,330.13
2022-12-15,332.67
2022-12-16,332.31
2022-12-19,332.43
2022-12-20,331.58
2022-12-21,332.95
2022-12-22,333.48
2022-12-23,333.16
2022-12-26,334.85
2022-12-27,337.49
2022-12-28,346.15
2022-12-29,340.5
2022-12-30,344.13
2023-01-02,344.88
2023-01-03,344.44
2023-01-04,339.48
2023-01-05,342.16
2023-01-06,338.92
2023-01-09,333.97
2023-01-10,331.97
2023-01-11,336.96
2023-01-12,343.57
2023-01-13,349.26
2023-01-16,356.38
2023-01-17,362.19
2023-01-18,351.82
2023-01-19,355.41
2023-01-20,360.98
2023-01-23,363.19
2023-01-24,360.03
2023-01-25,365.99
2023-01-26,369.39
2023-01-27,370.39
2023-01-30,369.52
2023-01-31,367.42
2023-02-01,367.07
2023-02-02,366.83
2023-02-03,362.95
2023-02-06,365.71
2023-02-07,366.16
2023-02-08,366.13
2023-02-09,371.6
2023-02-10,371.23
2023-02-13,370.87
2023-02-14,369.82
2023-02-15,368.52
2023-02-16,370.02
2023-02-17,369.8
2023-02-22,368.46
2023-02-23,367.03
2023-02-24,367.02
2023-02-27,364.93
2023-02-28,366.41
2023-03-01,368.88
2023-03-02,372.57
2023-03-03,372.31
2023-03-06,372.68
2023-03-07,375.69
2023-03-08,378.96
2023-03-09,387.78
2023-03-10,393.68
2023-03-13,395.5
2023-03-14,391.47
2023-03-15,397.07
2023-03-16,400.62
2023-03-17,403.57
2023-03-20,401.36
2023-03-21,399.62
2023-03-22,397.17
2023-03-23,390.19
2023-03-27,392.58
2023-03-28,390.63
2023-03-29,395.89
2023-03-30,402.79
2023-03-31,406.54
2023-04-03,406.77
2023-04-04,409.82
2023-04-05,408.24
2023-04-10,403.17
2023-04-11,398.97
2023-04-12,398.31
2023-04-13,402.14
2023-04-14,404.88
2023-04-17,409.04
2023-04-18,425.9
2023-04-19,429.65
2023-04-20,435.74
2023-04-21,455.11
2023-04-24,462.35
2023-04-25,465.97
2023-04-26,469.32
2023-04-27,457.29
2023-04-28,453.16
2023-05-02,459.89
2023-05-03,448.51
2023-05-04,448.21
2023-05-05,456.03
2023-05-08,457.76
2023-05-09,453.3
2023-05-10,451.06
2023-05-11,453.96
2023-05-12,469.15
2023-05-15,472.71
2023-05-16,481.69
2023-05-17,483.73
2023-05-18,495.86
2023-05-19,493.16
2023-05-22,493.5
2023-05-23,495.11
2023-05-24,492.32
2023-05-29,497.59
2023-05-30,486.83
2023-05-31,492.42
