Date,Price,Ticker,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price
,NVDA,,AAPL,PAM,GOOG,AMZN,TSLA,MSTR,SPY,SPOT,QQQ,KO,DIA,META,BRK-B,PLTR,PEP,GGAL,HUT,COIN,MRVL,PFE,AVGO,YPF
2024-04-01,,HUT,,,,,,,,,,,,,,,,,10.819999694824219,,,,,
2024-04-01,,KO,,,,,,,,,,58.501895904541016,,,,,,,,,,,,
2024-04-01,,META,,,,,,,,,,,,489.1876525878906,,,,,,,,,,
2024-04-01,,MRVL,,,,,,,,,,,,,,,,,,,72.89739227294922,,,
2024-04-01,,MSTR,,,,,,163.6739959716797,,,,,,,,,,,,,,,,
2024-04-01,90.32704162597656,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,,PAM,,42.709999084472656,,,,,,,,,,,,,,,,,,,,
2024-04-01,,PEP,,,,,,,,,,,,,,,165.59445190429688,,,,,,,
2024-04-01,,PFE,,,,,,,,,,,,,,,,,,,,25.596717834472656,,
2024-04-01,,PLTR,,,,,,,,,,,,,,22.860000610351562,,,,,,,,
2024-04-01,,QQQ,,,,,,,,,441.75067138671875,,,,,,,,,,,,,
2024-04-01,,SPOT,,,,,,,,266.42999267578125,,,,,,,,,,,,,,
2024-04-01,,SPY,,,,,,,514.077880859375,,,,,,,,,,,,,,,
2024-04-01,,TSLA,,,,,175.22000122070312,,,,,,,,,,,,,,,,,
2024-04-01,,YPF,,,,,,,,,,,,,,,,,,,,,,19.6299991607666
2024-04-02,,AAPL,167.82643127441406,,,,,,,,,,,,,,,,,,,,,
2024-04-02,,AMZN,,,,180.69000244140625,,,,,,,,,,,,,,,,,,
2024-04-02,,AVGO,,,,,,,,,,,,,,,,,,,,,131.94854736328125,
2024-04-02,,BRK-B,,,,,,,,,,,,,418.9200134277344,,,,,,,,,
2024-04-02,,COIN,,,,,,,,,,,,,,,,,,245.83999633789062,,,,
2024-04-02,,DIA,,,,,,,,,,,384.93731689453125,,,,,,,,,,,
2024-04-02,,GGAL,,,,,,,,,,,,,,,,23.011877059936523,,,,,,
2024-04-02,,GOOG,,,154.94895935058594,,,,,,,,,,,,,,,,,,,
2024-04-02,,HUT,,,,,,,,,,,,,,,,,9.380000114440918,,,,,
2024-04-02,,KO,,,,,,,,,,57.99092483520508,,,,,,,,,,,,
2024-04-02,,META,,,,,,,,,,,,495.18115234375,,,,,,,,,,
2024-04-02,,MRVL,,,,,,,,,,,,,,,,,,,73.28577423095703,,,
2024-04-02,,MSTR,,,,,,157.88299560546875,,,,,,,,,,,,,,,,
2024-04-02,89.4164047241211,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,,PAM,,41.7400016784668,,,,,,,,,,,,,,,,,,,,
2024-04-02,,PEP,,,,,,,,,,,,,,,164.1202392578125,,,,,,,
2024-04-02,,PFE,,,,,,,,,,,,,,,,,,,,25.439739227294922,,
2024-04-02,,PLTR,,,,,,,,,,,,,,22.719999313354492,,,,,,,,
2024-04-02,,QQQ,,,,,,,,,437.93829345703125,,,,,,,,,,,,,
2024-04-02,,SPOT,,,,,,,,269.5799865722656,,,,,,,,,,,,,,
2024-04-02,,SPY,,,,,,,510.80938720703125,,,,,,,,,,,,,,,
2024-04-02,,TSLA,,,,,166.6300048828125,,,,,,,,,,,,,,,,,
2024-04-02,,YPF,,,,,,,,,,,,,,,,,,,,,,19.90999984741211
2024-04-03,,AAPL,168.63156127929688,,,,,,,,,,,,,,,,,,,,,
2024-04-03,,AMZN,,,,182.41000366210938,,,,,,,,,,,,,,,,,,
2024-04-03,,AVGO,,,,,,,,,,,,,,,,,,,,,134.3583526611328,
2024-04-03,,BRK-B,,,,,,,,,,,,,420.239990234375,,,,,,,,,
2024-04-03,,COIN,,,,,,,,,,,,,,,,,,251.5800018310547,,,,
2024-04-03,,DIA,,,,,,,,,,,384.5735778808594,,,,,,,,,,,
2024-04-03,,GGAL,,,,,,,,,,,,,,,,24.10152244567871,,,,,,
2024-04-03,,GOOG,,,155.44601440429688,,,,,,,,,,,,,,,,,,,
2024-04-03,,HUT,,,,,,,,,,,,,,,,,9.6899995803833,,,,,
2024-04-03,,KO,,,,,,,,,,57.68241500854492,,,,,,,,,,,,
2024-04-03,,META,,,,,,,,,,,,504.5098571777344,,,,,,,,,,
2024-04-03,,MRVL,,,,,,,,,,,,,,,,,,,72.72809600830078,,,
2024-04-03,,MSTR,,,,,,160.61099243164062,,,,,,,,,,,,,,,,
2024-04-03,88.92860412597656,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,,PAM,,43.779998779296875,,,,,,,,,,,,,,,,,,,,
2024-04-03,,PEP,,,,,,,,,,,,,,,162.4353790283203,,,,,,,
2024-04-03,,PFE,,,,,,,,,,,,,,,,,,,,25.135011672973633,,
2024-04-03,,PLTR,,,,,,,,,,,,,,22.700000762939453,,,,,,,,
2024-04-03,,QQQ,,,,,,,,,438.92120361328125,,,,,,,,,,,,,
2024-04-03,,SPOT,,,,,,,,291.7699890136719,,,,,,,,,,,,,,
2024-04-03,,SPY,,,,,,,511.3705139160156,,,,,,,,,,,,,,,
2024-04-03,,TSLA,,,,,168.3800048828125,,,,,,,,,,,,,,,,,
2024-04-03,,YPF,,,,,,,,,,,,,,,,,,,,,,20.639999389648438
2024-04-04,,AAPL,167.8065643310547,,,,,,,,,,,,,,,,,,,,,
2024-04-04,,AMZN,,,,180.0,,,,,,,,,,,,,,,,,,
2024-04-04,,AVGO,,,,,,,,,,,,,,,,,,,,,129.8531494140625,
2024-04-04,,BRK-B,,,,,,,,,,,,,415.32000732421875,,,,,,,,,
2024-04-04,,COIN,,,,,,,,,,,,,,,,,,249.61000061035156,,,,
2024-04-04,,DIA,,,,,,,,,,,379.4231872558594,,,,,,,,,,,
2024-04-04,,GGAL,,,,,,,,,,,,,,,,23.824495315551758,,,,,,
2024-04-04,,GOOG,,,151.0421905517578,,,,,,,,,,,,,,,,,,,
2024-04-04,,HUT,,,,,,,,,,,,,,,,,9.6899995803833,,,,,
2024-04-04,,KO,,,,,,,,,,57.17143249511719,,,,,,,,,,,,
2024-04-04,,META,,,,,,,,,,,,508.6715087890625,,,,,,,,,,
2024-04-04,,MRVL,,,,,,,,,,,,,,,,,,,70.58696746826172,,,
2024-04-04,,MSTR,,,,,,161.54200744628906,,,,,,,,,,,,,,,,
2024-04-04,85.87080383300781,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,,PAM,,43.52000045776367,,,,,,,,,,,,,,,,,,,,
2024-04-04,,PEP,,,,,,,,,,,,,,,162.4066619873047,,,,,,,
2024-04-04,,PFE,,,,,,,,,,,,,,,,,,,,24.60867691040039,,
2024-04-04,,PLTR,,,,,,,,,,,,,,22.479999542236328,,,,,,,,
2024-04-04,,QQQ,,,,,,,,,432.2097473144531,,,,,,,,,,,,,
2024-04-04,,SPOT,,,,,,,,295.9599914550781,,,,,,,,,,,,,,
2024-04-04,,SPY,,,,,,,505.1286315917969,,,,,,,,,,,,,,,
2024-04-04,,TSLA,,,,,171.11000061035156,,,,,,,,,,,,,,,,,
2024-04-04,,YPF,,,,,,,,,,,,,,,,,,,,,,20.229999542236328
2024-04-05,,AAPL,168.56199645996094,,,,,,,,,,,,,,,,,,,,,
2024-04-05,,AMZN,,,,185.07000732421875,,,,,,,,,,,,,,,,,,
2024-04-05,,AVGO,,,,,,,,,,,,,,,,,,,,,132.0145721435547,
2024-04-05,,BRK-B,,,,,,,,,,,,,418.6199951171875,,,,,,,,,
2024-04-05,,COIN,,,,,,,,,,,,,,,,,,240.89999389648438,,,,
2024-04-05,,DIA,,,,,,,,,,,382.2146301269531,,,,,,,,,,,
2024-04-05,,GGAL,,,,,,,,,,,,,,,,25.274282455444336,,,,,,
2024-04-05,,GOOG,,,153.03036499023438,,,,,,,,,,,,,,,,,,,
2024-04-05,,HUT,,,,,,,,,,,,,,,,,8.979999542236328,,,,,
2024-04-05,,KO,,,,,,,,,,57.373897552490234,,,,,,,,,,,,
2024-04-05,,META,,,,,,,,,,,,525.0192260742188,,,,,,,,,,
2024-04-05,,MRVL,,,,,,,,,,,,,,,,,,,72.34967041015625,,,
2024-04-05,,MSTR,,,,,,143.89999389648438,,,,,,,,,,,,,,,,
2024-04-05,87.97298431396484,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,,PAM,,46.599998474121094,,,,,,,,,,,,,,,,,,,,
2024-04-05,,PEP,,,,,,,,,,,,,,,161.91844177246094,,,,,,,
2024-04-05,,PFE,,,,,,,,,,,,,,,,,,,,24.61791229248047,,
2024-04-05,,PLTR,,,,,,,,,,,,,,22.959999084472656,,,,,,,,
2024-04-05,,QQQ,,,,,,,,,437.3028564453125,,,,,,,,,,,,,
2024-04-05,,SPOT,,,,,,,,310.30999755859375,,,,,,,,,,,,,,
2024-04-05,,SPY,,,,,,,510.40570068359375,,,,,,,,,,,,,,,
2024-04-05,,TSLA,,,,,164.89999389648438,,,,,,,,,,,,,,,,,
2024-04-05,,YPF,,,,,,,,,,,,,,,,,,,,,,21.040000915527344
2024-04-08,,AAPL,167.43878173828125,,,,,,,,,,,,,,,,,,,,,
2024-04-08,,AMZN,,,,185.19000244140625,,,,,,,,,,,,,,,,,,
2024-04-08,,AVGO,,,,,,,,,,,,,,,,,,,,,131.6863555908203,
2024-04-08,,BRK-B,,,,,,,,,,,,,415.9700012207031,,,,,,,,,
2024-04-08,,COIN,,,,,,,,,,,,,,,,,,256.989990234375,,,,
2024-04-08,,DIA,,,,,,,,,,,382.4505615234375,,,,,,,,,,,
2024-04-08,,GGAL,,,,,,,,,,,,,,,,25.606714248657227,,,,,,
2024-04-08,,GOOG,,,155.21737670898438,,,,,,,,,,,,,,,,,,,
2024-04-08,,HUT,,,,,,,,,,,,,,,,,9.0,,,,,
2024-04-08,,KO,,,,,,,,,,57.142513275146484,,,,,,,,,,,,
2024-04-08,,META,,,,,,,,,,,,516.96484375,,,,,,,,,,
2024-04-08,,MRVL,,,,,,,,,,,,,,,,,,,71.62268829345703,,,
2024-04-08,,MSTR,,,,,,151.2989959716797,,,,,,,,,,,,,,,,
2024-04-08,87.09832763671875,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,,PAM,,46.040000915527344,,,,,,,,,,,,,,,,,,,,
2024-04-08,,PEP,,,,,,,,,,,,,,,162.3396453857422,,,,,,,
2024-04-08,,PFE,,,,,,,,,,,,,,,,,,,,24.544038772583008,,
2024-04-08,,PLTR,,,,,,,,,,,,,,23.0,,,,,,,,
2024-04-08,,QQQ,,,,,,,,,437.4320068359375,,,,,,,,,,,,,
2024-04-08,,SPOT,,,,,,,,309.07000732421875,,,,,,,,,,,,,,
2024-04-08,,SPY,,,,,,,510.691162109375,,,,,,,,,,,,,,,
2024-04-08,,TSLA,,,,,172.97999572753906,,,,,,,,,,,,,,,,,
2024-04-08,,YPF,,,,,,,,,,,,,,,,,,,,,,21.709999084472656
2024-04-09,,AAPL,168.6514434814453,,,,,,,,,,,,,,,,,,,,,
2024-04-09,,AMZN,,,,185.6699981689453,,,,,,,,,,,,,,,,,,
2024-04-09,,AVGO,,,,,,,,,,,,,,,,,,,,,131.48727416992188,
2024-04-09,,BRK-B,,,,,,,,,,,,,414.69000244140625,,,,,,,,,
2024-04-09,,COIN,,,,,,,,,,,,,,,,,,242.9499969482422,,,,
2024-04-09,,DIA,,,,,,,,,,,382.1949768066406,,,,,,,,,,,
2024-04-09,,GGAL,,,,,,,,,,,,,,,,26.46550178527832,,,,,,
2024-04-09,,GOOG,,,157.20555114746094,,,,,,,,,,,,,,,,,,,
2024-04-09,,HUT,,,,,,,,,,,,,,,,,8.619999885559082,,,,,
2024-04-09,,KO,,,,,,,,,,57.57636260986328,,,,,,,,,,,,
2024-04-09,,META,,,,,,,,,,,,514.6251831054688,,,,,,,,,,
2024-04-09,,MRVL,,,,,,,,,,,,,,,,,,,73.03680419921875,,,
2024-04-09,,MSTR,,,,,,144.1020050048828,,,,,,,,,,,,,,,,
2024-04-09,85.32002258300781,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,,PAM,,46.5,,,,,,,,,,,,,,,,,,,,
2024-04-09,,PEP,,,,,,,,,,,,,,,163.32566833496094,,,,,,,
2024-04-09,,PFE,,,,,,,,,,,,,,,,,,,,24.72871971130371,,
2024-04-09,,PLTR,,,,,,,,,,,,,,22.809999465942383,,,,,,,,
2024-04-09,,QQQ,,,,,,,,,439.0502624511719,,,,,,,,,,,,,
2024-04-09,,SPOT,,,,,,,,300.7300109863281,,,,,,,,,,,,,,
2024-04-09,,SPY,,,,,,,511.2818908691406,,,,,,,,,,,,,,,
2024-04-09,,TSLA,,,,,176.8800048828125,,,,,,,,,,,,,,,,,
2024-04-09,,YPF,,,,,,,,,,,,,,,,,,,,,,21.75
2024-04-10,,AAPL,166.7727813720703,,,,,,,,,,,,,,,,,,,,,
2024-04-10,,AMZN,,,,185.9499969482422,,,,,,,,,,,,,,,,,,
2024-04-10,,AVGO,,,,,,,,,,,,,,,,,,,,,130.33314514160156,
2024-04-10,,BRK-B,,,,,,,,,,,,,409.1099853515625,,,,,,,,,
2024-04-10,,COIN,,,,,,,,,,,,,,,,,,250.99000549316406,,,,
2024-04-10,,DIA,,,,,,,,,,,377.93902587890625,,,,,,,,,,,
2024-04-10,,GGAL,,,,,,,,,,,,,,,,26.640954971313477,,,,,,
2024-04-10,,GOOG,,,156.7283935546875,,,,,,,,,,,,,,,,,,,
2024-04-10,,HUT,,,,,,,,,,,,,,,,,8.529999732971191,,,,,
2024-04-10,,KO,,,,,,,,,,56.80507278442383,,,,,,,,,,,,
2024-04-10,,META,,,,,,,,,,,,517.542236328125,,,,,,,,,,
2024-04-10,,MRVL,,,,,,,,,,,,,,,,,,,71.13470458984375,,,
2024-04-10,,MSTR,,,,,,156.60000610351562,,,,,,,,,,,,,,,,
2024-04-10,87.00436401367188,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,,PAM,,45.650001525878906,,,,,,,,,,,,,,,,,,,,
2024-04-10,,PEP,,,,,,,,,,,,,,,161.73654174804688,,,,,,,
2024-04-10,,PFE,,,,,,,,,,,,,,,,,,,,24.303951263427734,,
2024-04-10,,PLTR,,,,,,,,,,,,,,22.420000076293945,,,,,,,,
2024-04-10,,QQQ,,,,,,,,,435.218017578125,,,,,,,,,,,,,
2024-04-10,,SPOT,,,,,,,,299.989990234375,,,,,,,,,,,,,,
2024-04-10,,SPY,,,,,,,506.1623840332031,,,,,,,,,,,,,,,
2024-04-10,,TSLA,,,,,171.75999450683594,,,,,,,,,,,,,,,,,
2024-04-10,,YPF,,,,,,,,,,,,,,,,,,,,,,21.459999084472656
2024-04-11,,AAPL,173.98919677734375,,,,,,,,,,,,,,,,,,,,,
2024-04-11,,AMZN,,,,189.0500030517578,,,,,,,,,,,,,,,,,,
2024-04-11,,AVGO,,,,,,,,,,,,,,,,,,,,,136.255615234375,
2024-04-11,,BRK-B,,,,,,,,,,,,,407.6099853515625,,,,,,,,,
2024-04-11,,COIN,,,,,,,,,,,,,,,,,,263.010009765625,,,,
2024-04-11,,DIA,,,,,,,,,,,377.96844482421875,,,,,,,,,,,
2024-04-11,,GGAL,,,,,,,,,,,,,,,,27.490510940551758,,,,,,
2024-04-11,,GOOG,,,159.83987426757812,,,,,,,,,,,,,,,,,,,
2024-04-11,,HUT,,,,,,,,,,,,,,,,,8.109999656677246,,,,,
2024-04-11,,KO,,,,,,,,,,56.93040466308594,,,,,,,,,,,,
2024-04-11,,META,,,,,,,,,,,,520.8574829101562,,,,,,,,,,
2024-04-11,,MRVL,,,,,,,,,,,,,,,,,,,71.294189453125,,,
2024-04-11,,MSTR,,,,,,155.18099975585938,,,,,,,,,,,,,,,,
2024-04-11,90.57994842529297,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-11,,PAM,,46.119998931884766,,,,,,,,,,,,,,,,,,,,
2024-04-11,,PEP,,,,,,,,,,,,,,,161.17172241210938,,,,,,,
2024-04-11,,PFE,,,,,,,,,,,,,,,,,,,,24.322420120239258,,
2024-04-11,,PLTR,,,,,,,,,,,,,,22.84000015258789,,,,,,,,
2024-04-11,,QQQ,,,,,,,,,442.16766357421875,,,,,,,,,,,,,
2024-04-11,,SPOT,,,,,,,,303.57000732421875,,,,,,,,,,,,,,
2024-04-11,,SPY,,,,,,,509.9823913574219,,,,,,,,,,,,,,,
2024-04-11,,TSLA,,,,,174.60000610351562,,,,,,,,,,,,,,,,,
2024-04-11,,YPF,,,,,,,,,,,,,,,,,,,,,,21.610000610351562
2024-04-12,,AAPL,175.4901580810547,,,,,,,,,,,,,,,,,,,,,
2024-04-12,,AMZN,,,,186.1300048828125,,,,,,,,,,,,,,,,,,
2024-04-12,,AVGO,,,,,,,,,,,,,,,,,,,,,132.47189331054688,
2024-04-12,,BRK-B,,,,,,,,,,,,,403.260009765625,,,,,,,,,
2024-04-12,,COIN,,,,,,,,,,,,,,,,,,245.75,,,,
2024-04-12,,DIA,,,,,,,,,,,373.3782958984375,,,,,,,,,,,
2024-04-12,,GGAL,,,,,,,,,,,,,,,,27.342763900756836,,,,,,
2024-04-12,,GOOG,,,158.2493438720703,,,,,,,,,,,,,,,,,,,
2024-04-12,,HUT,,,,,,,,,,,,,,,,,7.71999979019165,,,,,
2024-04-12,,KO,,,,,,,,,,56.188045501708984,,,,,,,,,,,,
2024-04-12,,META,,,,,,,,,,,,509.6471252441406,,,,,,,,,,
2024-04-12,,MRVL,,,,,,,,,,,,,,,,,,,69.92870330810547,,,
2024-04-12,,MSTR,,,,,,147.95799255371094,,,,,,,,,,,,,,,,
2024-04-12,88.15091705322266,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,,PAM,,45.18000030517578,,,,,,,,,,,,,,,,,,,,
2024-04-12,,PEP,,,,,,,,,,,,,,,160.92283630371094,,,,,,,
2024-04-12,,PFE,,,,,,,,,,,,,,,,,,,,23.879186630249023,,
2024-04-12,,PLTR,,,,,,,,,,,,,,22.670000076293945,,,,,,,,
2024-04-12,,QQQ,,,,,,,,,435.11871337890625,,,,,,,,,,,,,
2024-04-12,,SPOT,,,,,,,,300.45001220703125,,,,,,,,,,,,,,
2024-04-12,,SPY,,,,,,,502.9430236816406,,,,,,,,,,,,,,,
2024-04-12,,TSLA,,,,,171.0500030517578,,,,,,,,,,,,,,,,,
2024-04-12,,YPF,,,,,,,,,,,,,,,,,,,,,,21.170000076293945
2024-04-15,,AAPL,171.65330505371094,,,,,,,,,,,,,,,,,,,,,
2024-04-15,,AMZN,,,,183.6199951171875,,,,,,,,,,,,,,,,,,
2024-04-15,,AVGO,,,,,,,,,,,,,,,,,,,,,129.18194580078125,
2024-04-15,,BRK-B,,,,,,,,,,,,,400.260009765625,,,,,,,,,
2024-04-15,,COIN,,,,,,,,,,,,,,,,,,223.41000366210938,,,,
2024-04-15,,DIA,,,,,,,,,,,370.8619689941406,,,,,,,,,,,
2024-04-15,,GGAL,,,,,,,,,,,,,,,,25.48666763305664,,,,,,
2024-04-15,,GOOG,,,155.40626525878906,,,,,,,,,,,,,,,,,,,
2024-04-15,,HUT,,,,,,,,,,,,,,,,,7.239999771118164,,,,,
2024-04-15,,KO,,,,,,,,,,56.053077697753906,,,,,,,,,,,,
2024-04-15,,META,,,,,,,,,,,,498.0285339355469,,,,,,,,,,
2024-04-15,,MRVL,,,,,,,,,,,,,,,,,,,67.65621948242188,,,
2024-04-15,,MSTR,,,,,,133.58799743652344,,,,,,,,,,,,,,,,
2024-04-15,85.9667739868164,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,,PAM,,42.45000076293945,,,,,,,,,,,,,,,,,,,,
2024-04-15,,PEP,,,,,,,,,,,,,,,159.82192993164062,,,,,,,
2024-04-15,,PFE,,,,,,,,,,,,,,,,,,,,23.925357818603516,,
2024-04-15,,PLTR,,,,,,,,,,,,,,21.899999618530273,,,,,,,,
2024-04-15,,QQQ,,,,,,,,,427.9605712890625,,,,,,,,,,,,,
2024-04-15,,SPOT,,,,,,,,290.5199890136719,,,,,,,,,,,,,,
2024-04-15,,SPY,,,,,,,496.6421203613281,,,,,,,,,,,,,,,
2024-04-15,,TSLA,,,,,161.47999572753906,,,,,,,,,,,,,,,,,
2024-04-15,,YPF,,,,,,,,,,,,,,,,,,,,,,20.209999084472656
2024-04-16,,AAPL,168.36317443847656,,,,,,,,,,,,,,,,,,,,,
2024-04-16,,AMZN,,,,183.32000732421875,,,,,,,,,,,,,,,,,,
2024-04-16,,AVGO,,,,,,,,,,,,,,,,,,,,,130.9925079345703,
2024-04-16,,BRK-B,,,,,,,,,,,,,396.9200134277344,,,,,,,,,
2024-04-16,,COIN,,,,,,,,,,,,,,,,,,218.8300018310547,,,,
2024-04-16,,DIA,,,,,,,,,,,371.5206298828125,,,,,,,,,,,
2024-04-16,,GGAL,,,,,,,,,,,,,,,,25.643653869628906,,,,,,
2024-04-16,,GOOG,,,155.07818603515625,,,,,,,,,,,,,,,,,,,
2024-04-16,,HUT,,,,,,,,,,,,,,,,,7.239999771118164,,,,,
2024-04-16,,KO,,,,,,,,,,55.97594451904297,,,,,,,,,,,,
2024-04-16,,META,,,,,,,,,,,,497.5606384277344,,,,,,,,,,
2024-04-16,,MRVL,,,,,,,,,,,,,,,,,,,68.05490112304688,,,
2024-04-16,,MSTR,,,,,,125.40299987792969,,,,,,,,,,,,,,,,
2024-04-16,87.38021850585938,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,,PAM,,42.06999969482422,,,,,,,,,,,,,,,,,,,,
2024-04-16,,PEP,,,,,,,,,,,,,,,160.34844970703125,,,,,,,
2024-04-16,,PFE,,,,,,,,,,,,,,,,,,,,23.722213745117188,,
2024-04-16,,PLTR,,,,,,,,,,,,,,21.8799991607666,,,,,,,,
2024-04-16,,QQQ,,,,,,,,,428.00030517578125,,,,,,,,,,,,,
2024-04-16,,SPOT,,,,,,,,298.0799865722656,,,,,,,,,,,,,,
2024-04-16,,SPY,,,,,,,495.736328125,,,,,,,,,,,,,,,
2024-04-16,,TSLA,,,,,157.11000061035156,,,,,,,,,,,,,,,,,
2024-04-16,,YPF,,,,,,,,,,,,,,,,,,,,,,20.25
2024-04-17,,AAPL,166.99147033691406,,,,,,,,,,,,,,,,,,,,,
2024-04-17,,AMZN,,,,181.27999877929688,,,,,,,,,,,,,,,,,,
2024-04-17,,AVGO,,,,,,,,,,,,,,,,,,,,,126.41634368896484,
2024-04-17,,BRK-B,,,,,,,,,,,,,397.739990234375,,,,,,,,,
2024-04-17,,COIN,,,,,,,,,,,,,,,,,,213.77999877929688,,,,
2024-04-17,,DIA,,,,,,,,,,,370.9996032714844,,,,,,,,,,,
2024-04-17,,GGAL,,,,,,,,,,,,,,,,25.560544967651367,,,,,,
2024-04-17,,GOOG,,,155.9530029296875,,,,,,,,,,,,,,,,,,,
2024-04-17,,HUT,,,,,,,,,,,,,,,,,7.440000057220459,,,,,
2024-04-17,,KO,,,,,,,,,,56.4097900390625,,,,,,,,,,,,
2024-04-17,,META,,,,,,,,,,,,491.9952697753906,,,,,,,,,,
2024-04-17,,MRVL,,,,,,,,,,,,,,,,,,,66.26083374023438,,,
2024-04-17,,MSTR,,,,,,118.80500030517578,,,,,,,,,,,,,,,,
2024-04-17,84.00155639648438,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,,PAM,,42.02000045776367,,,,,,,,,,,,,,,,,,,,
2024-04-17,,PEP,,,,,,,,,,,,,,,162.24392700195312,,,,,,,
2024-04-17,,PFE,,,,,,,,,,,,,,,,,,,,23.472890853881836,,
2024-04-17,,PLTR,,,,,,,,,,,,,,21.309999465942383,,,,,,,,
2024-04-17,,QQQ,,,,,,,,,422.778076171875,,,,,,,,,,,,,
2024-04-17,,SPOT,,,,,,,,293.5799865722656,,,,,,,,,,,,,,
2024-04-17,,SPY,,,,,,,492.8024597167969,,,,,,,,,,,,,,,
2024-04-17,,TSLA,,,,,155.4499969482422,,,,,,,,,,,,,,,,,
2024-04-17,,YPF,,,,,,,,,,,,,,,,,,,,,,19.469999313354492
2024-04-18,,AAPL,166.03721618652344,,,,,,,,,,,,,,,,,,,,,
2024-04-18,,AMZN,,,,179.22000122070312,,,,,,,,,,,,,,,,,,
2024-04-18,,AVGO,,,,,,,,,,,,,,,,,,,,,124.08638763427734,
2024-04-18,,BRK-B,,,,,,,,,,,,,399.8900146484375,,,,,,,,,
2024-04-18,,COIN,,,,,,,,,,,,,,,,,,218.0800018310547,,,,
2024-04-18,,DIA,,,,,,,,,,,371.3829345703125,,,,,,,,,,,
2024-04-18,,GGAL,,,,,,,,,,,,,,,,25.883743286132812,,,,,,
2024-04-18,,GOOG,,,156.52955627441406,,,,,,,,,,,,,,,,,,,
2024-04-18,,HUT,,,,,,,,,,,,,,,,,7.880000114440918,,,,,
2024-04-18,,KO,,,,,,,,,,56.79543685913086,,,,,,,,,,,,
2024-04-18,,META,,,,,,,,,,,,499.5916442871094,,,,,,,,,,
2024-04-18,,MRVL,,,,,,,,,,,,,,,,,,,65.0249252319336,,,
2024-04-18,,MSTR,,,,,,120.81600189208984,,,,,,,,,,,,,,,,
2024-04-18,84.6373062133789,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,,PAM,,41.88999938964844,,,,,,,,,,,,,,,,,,,,
2024-04-18,,PEP,,,,,,,,,,,,,,,164.914794921875,,,,,,,
2024-04-18,,PFE,,,,,,,,,,,,,,,,,,,,23.4451904296875,,
2024-04-18,,PLTR,,,,,,,,,,,,,,21.1299991607666,,,,,,,,
2024-04-18,,QQQ,,,,,,,,,420.3655700683594,,,,,,,,,,,,,
2024-04-18,,SPOT,,,,,,,,289.20001220703125,,,,,,,,,,,,,,
2024-04-18,,SPY,,,,,,,491.7883605957031,,,,,,,,,,,,,,,
2024-04-18,,TSLA,,,,,149.92999267578125,,,,,,,,,,,,,,,,,
2024-04-18,,YPF,,,,,,,,,,,,,,,,,,,,,,19.06999969482422
2024-04-19,,AAPL,164.0094757080078,,,,,,,,,,,,,,,,,,,,,
2024-04-19,,AMZN,,,,174.6300048828125,,,,,,,,,,,,,,,,,,
2024-04-19,,AVGO,,,,,,,,,,,,,,,,,,,,,118.73653411865234,
2024-04-19,,BRK-B,,,,,,,,,,,,,405.0799865722656,,,,,,,,,
2024-04-19,,COIN,,,,,,,,,,,,,,,,,,211.00999450683594,,,,
2024-04-19,,DIA,,,,,,,,,,,373.5051574707031,,,,,,,,,,,
2024-04-19,,GGAL,,,,,,,,,,,,,,,,26.28081512451172,,,,,,
2024-04-19,,GOOG,,,154.7998504638672,,,,,,,,,,,,,,,,,,,
2024-04-19,,HUT,,,,,,,,,,,,,,,,,8.050000190734863,,,,,
2024-04-19,,KO,,,,,,,,,,58.01020431518555,,,,,,,,,,,,
2024-04-19,,META,,,,,,,,,,,,478.952880859375,,,,,,,,,,
2024-04-19,,MRVL,,,,,,,,,,,,,,,,,,,61.925174713134766,,,
2024-04-19,,MSTR,,,,,,117.41100311279297,,,,,,,,,,,,,,,,
2024-04-19,76.169677734375,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,,PAM,,43.08000183105469,,,,,,,,,,,,,,,,,,,,
2024-04-19,,PEP,,,,,,,,,,,,,,,166.6953887939453,,,,,,,
2024-04-19,,PFE,,,,,,,,,,,,,,,,,,,,24.008464813232422,,
2024-04-19,,PLTR,,,,,,,,,,,,,,20.469999313354492,,,,,,,,
2024-04-19,,QQQ,,,,,,,,,411.6685485839844,,,,,,,,,,,,,
2024-04-19,,SPOT,,,,,,,,275.8299865722656,,,,,,,,,,,,,,
