Date,Price,Ticker,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price
,NVDA,,AAPL,PAM,GOOG,AMZN,TSLA,MSTR,SPY,SPOT,QQQ,KO,DIA,META,BRK-B,PLTR,PEP,GGAL,HUT,COIN,MRVL,PFE,AVGO,YPF
2024-01-08,,MSTR,,,,,,59.80099868774414,,,,,,,,,,,,,,,,
2024-01-08,52.22975540161133,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-01-08,,PAM,,48.79999923706055,,,,,,,,,,,,,,,,,,,,
2024-01-08,,PEP,,,,,,,,,,,,,,,160.66363525390625,,,,,,,
2024-01-08,,PFE,,,,,,,,,,,,,,,,,,,,26.9093017578125,,
2024-01-08,,PLTR,,,,,,,,,,,,,,16.670000076293945,,,,,,,,
2024-01-08,,QQQ,,,,,,,,,401.50738525390625,,,,,,,,,,,,,
2024-01-08,,SPOT,,,,,,,,197.25,,,,,,,,,,,,,,
2024-01-08,,SPY,,,,,,,465.8068542480469,,,,,,,,,,,,,,,
2024-01-08,,TSLA,,,,,240.4499969482422,,,,,,,,,,,,,,,,,
2024-01-08,,YPF,,,,,,,,,,,,,,,,,,,,,,16.709999084472656
2024-01-09,,AAPL,183.79405212402344,,,,,,,,,,,,,,,,,,,,,
2024-01-09,,AMZN,,,,151.3699951171875,,,,,,,,,,,,,,,,,,
2024-01-09,,AVGO,,,,,,,,,,,,,,,,,,,,,106.2380599975586,
2024-01-09,,BRK-B,,,,,,,,,,,,,366.8999938964844,,,,,,,,,
2024-01-09,,COIN,,,,,,,,,,,,,,,,,,151.99000549316406,,,,
2024-01-09,,DIA,,,,,,,,,,,367.0977478027344,,,,,,,,,,,
2024-01-09,,GGAL,,,,,,,,,,,,,,,,14.30393123626709,,,,,,
2024-01-09,,GOOG,,,141.7176055908203,,,,,,,,,,,,,,,,,,,
2024-01-09,,HUT,,,,,,,,,,,,,,,,,11.729999542236328,,,,,
2024-01-09,,KO,,,,,,,,,,57.38728332519531,,,,,,,,,,,,
2024-01-09,,META,,,,,,,,,,,,355.47979736328125,,,,,,,,,,
2024-01-09,,MRVL,,,,,,,,,,,,,,,,,,,63.20761489868164,,,
2024-01-09,,MSTR,,,,,,57.729000091552734,,,,,,,,,,,,,,,,
2024-01-09,53.116363525390625,NVDA,,,,,,,,,,,,,,,,,,,,,,
2024-01-09,,PAM,,46.45000076293945,,,,,,,,,,,,,,,,,,,,
2024-01-09,,PEP,,,,,,,,,,,,,,,158.82054138183594,,,,,,,
2024-01-09,,PFE,,,,,,,,,,,,,,,,,,,,26.745553970336914,,
2024-01-09,,PLTR,,,,,,,,,,,,,,16.389999389648438,,,,,,,,
2024-01-09,,QQQ,,,,,,,,,402.3005676269531,,,,,,,,,,,,,
2024-01-09,,SPOT,,,,,,,,193.02000427246094,,,,,,,,,,,,,,
2024-01-09,,SPY,,,,,,,465.1001892089844,,,,,,,,,,,,,,,
2024-01-09,,TSLA,,,,,234.9600067138672,,,,,,,,,,,,,,,,,
2024-01-09,,YPF,,,,,,,,,,,,,,,,,,,,,,16.040000915527344
2024-01-10,,AAPL,184.83639526367188,,,,,,,,,,,,,,,,,,,,,
2024-01-10,,AMZN,,,,153.72999572753906,,,,,,,,,,,,,,,,,,
2024-01-10,,AVGO,,,,,,,,,,,,,,,,,,,,,106.04962158203125,
2024-01-10,,BRK-B,,,,,,,,,,,,,367.9200134277344,,,,,,,,,
2024-01-10,,COIN,,,,,,,,,,,,,,,,,,151.2899932861328,,,,
2024-01-10,,DIA,,,,,,,,,,,368.8296203613281,,,,,,,,,,,
2024-01-10,,GGAL,,,,,,,,,,,,,,,,14.857988357543945,,,,,,
2024-01-10,,GOOG,,,142.95030212402344,,,,,,,,,,,,,,,,,,,
2024-01-10,,HUT,,,,,,,,,,,,,,,,,12.109999656677246,,,,,
2024-01-10,,KO,,,,,,,,,,57.578582763671875,,,,,,,,,,,,
